,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,season,total_delay
199454,2013,5,7,1356.0,1359,-3.0,1620.0,1630,-10.0,DL,2247,N659DL,LGA,ATL,101.0,762,13,59,2013-05-07 13:00:00,spring,-13.0
186111,2013,4,23,846.0,840,6.0,1027.0,1010,17.0,EV,4409,N16541,EWR,RIC,58.0,277,8,40,2013-04-23 08:00:00,spring,23.0
42246,2013,10,17,954.0,1000,-6.0,1118.0,1120,-2.0,US,2175,N754UW,LGA,DCA,42.0,214,10,0,2013-10-17 10:00:00,fall,-8.0
94286,2013,12,12,1930.0,1830,60.0,2137.0,2046,51.0,EV,5314,N615QX,EWR,DTW,85.0,488,18,30,2013-12-12 18:00:00,fall,111.0
295298,2013,8,16,2138.0,2012,86.0,10.0,2320,50.0,UA,1123,N17229,EWR,SEA,307.0,2402,20,12,2013-08-16 20:00:00,summer,136.0
221893,2013,5,31,1659.0,1435,144.0,1824.0,1600,144.0,9E,4205,N8980A,JFK,BWI,35.0,184,14,35,2013-05-31 14:00:00,spring,288.0
283478,2013,8,4,1948.0,1955,-7.0,2150.0,2145,5.0,MQ,3573,N738MQ,LGA,CMH,75.0,479,19,55,2013-08-04 19:00:00,summer,-2.0
165694,2013,4,1,1622.0,1630,-8.0,1906.0,1847,19.0,DL,2231,N966DL,LGA,DTW,104.0,502,16,30,2013-04-01 16:00:00,spring,11.0
163529,2013,3,30,757.0,800,-3.0,939.0,1000,-21.0,B6,219,N236JB,JFK,CLT,78.0,541,8,0,2013-03-30 08:00:00,spring,-24.0
240120,2013,6,20,657.0,700,-3.0,911.0,930,-19.0,DL,1547,N617DL,LGA,ATL,111.0,762,7,0,2013-06-20 07:00:00,spring,-22.0
165156,2013,4,1,637.0,645,-8.0,855.0,841,14.0,US,1281,N199UW,EWR,CLT,98.0,529,6,45,2013-04-01 06:00:00,spring,6.0
221949,2013,5,31,1752.0,1800,-8.0,1852.0,1913,-21.0,US,2138,N963UW,LGA,BOS,38.0,184,18,0,2013-05-31 18:00:00,spring,-29.0
221534,2013,5,31,1026.0,1010,16.0,1137.0,1125,12.0,MQ,3795,N507MQ,EWR,ORD,104.0,719,10,10,2013-05-31 10:00:00,spring,28.0
106296,2013,12,26,1154.0,1110,44.0,1332.0,1309,23.0,DL,2352,N301NB,LGA,DTW,81.0,502,11,10,2013-12-26 11:00:00,winter,67.0
311576,2013,9,3,1751.0,1800,-9.0,1915.0,1917,-2.0,US,2191,N746UW,LGA,DCA,41.0,214,18,0,2013-09-03 18:00:00,summer,-11.0
131650,2013,2,24,729.0,730,-1.0,1046.0,1115,-29.0,VX,11,N844VA,JFK,SFO,346.0,2586,7,30,2013-02-24 07:00:00,winter,-30.0
90187,2013,12,8,1527.0,1530,-3.0,1810.0,1829,-19.0,B6,83,N708JB,JFK,MCO,141.0,944,15,30,2013-12-08 15:00:00,fall,-22.0
233877,2013,6,13,1527.0,1520,7.0,1656.0,1710,-14.0,AA,341,N573AA,LGA,ORD,114.0,733,15,20,2013-06-13 15:00:00,spring,-7.0
128542,2013,2,20,1605.0,1558,7.0,1706.0,1715,-9.0,UA,1594,N14219,EWR,BOS,42.0,200,15,58,2013-02-20 15:00:00,winter,-2.0
130577,2013,2,22,1803.0,1730,33.0,2055.0,2024,31.0,B6,9,N517JB,JFK,MCO,137.0,944,17,30,2013-02-22 17:00:00,winter,64.0
25696,2013,1,30,1623.0,1630,-7.0,1816.0,1838,-22.0,DL,2231,N356NW,LGA,DTW,89.0,502,16,30,2013-01-30 16:00:00,winter,-29.0
332674,2013,9,26,1334.0,1340,-6.0,1446.0,1459,-13.0,B6,2402,N267JB,JFK,BUF,52.0,301,13,40,2013-09-26 13:00:00,fall,-19.0
319541,2013,9,12,1053.0,1100,-7.0,1240.0,1243,-3.0,EV,4628,N14993,EWR,STL,132.0,872,11,0,2013-09-12 11:00:00,summer,-10.0
84658,2013,12,2,1422.0,1420,2.0,1642.0,1644,-2.0,UA,485,N528UA,EWR,DEN,228.0,1605,14,20,2013-12-02 14:00:00,fall,0.0
317445,2013,9,10,804.0,810,-6.0,1006.0,1023,-17.0,DL,2457,N301NB,LGA,MSY,151.0,1183,8,10,2013-09-10 08:00:00,summer,-23.0
171108,2013,4,7,1241.0,1248,-7.0,1524.0,1559,-35.0,UA,292,N498UA,LGA,IAH,206.0,1416,12,48,2013-04-07 12:00:00,spring,-42.0
321716,2013,9,14,1711.0,1655,16.0,1948.0,2005,-17.0,VX,413,N840VA,JFK,LAX,316.0,2475,16,55,2013-09-14 16:00:00,summer,-1.0
283159,2013,8,4,1457.0,1435,22.0,1627.0,1600,27.0,9E,3969,N8525B,JFK,BWI,37.0,184,14,35,2013-08-04 14:00:00,summer,49.0
309026,2013,8,31,1655.0,1700,-5.0,1950.0,1934,16.0,DL,1499,N905DL,LGA,ATL,120.0,762,17,0,2013-08-31 17:00:00,summer,11.0
197905,2013,5,5,2023.0,2029,-6.0,2150.0,2158,-8.0,EV,4224,N26545,EWR,MKE,103.0,725,20,29,2013-05-05 20:00:00,spring,-14.0
22567,2013,1,27,624.0,610,14.0,905.0,910,-5.0,AA,1895,N5CYAA,EWR,MIA,139.0,1085,6,10,2013-01-27 06:00:00,winter,9.0
239975,2013,6,19,2115.0,2120,-5.0,2338.0,2354,-16.0,B6,97,N658JB,JFK,DEN,216.0,1626,21,20,2013-06-19 21:00:00,spring,-21.0
288949,2013,8,10,1219.0,1200,19.0,1344.0,1345,-1.0,MQ,3404,N725MQ,LGA,RDU,67.0,431,12,0,2013-08-10 12:00:00,summer,18.0
92297,2013,12,10,,1600,,,1745,,9E,4215,,LGA,PIT,,335,16,0,2013-12-10 16:00:00,fall,
101371,2013,12,20,1530.0,1512,18.0,1712.0,1650,22.0,EV,4552,N11535,EWR,GSO,77.0,445,15,12,2013-12-20 15:00:00,fall,40.0
291306,2013,8,12,2134.0,2030,64.0,2250.0,2150,60.0,WN,565,N632SW,EWR,MDW,114.0,711,20,30,2013-08-12 20:00:00,summer,124.0
37802,2013,10,12,1321.0,1240,41.0,1442.0,1437,5.0,EV,5067,N147PQ,EWR,DTW,69.0,488,12,40,2013-10-12 12:00:00,fall,46.0
246673,2013,6,26,2255.0,2101,114.0,327.0,100,147.0,B6,1103,N639JB,JFK,SJU,196.0,1598,21,1,2013-06-26 21:00:00,summer,261.0
324522,2013,9,17,1814.0,1815,-1.0,2044.0,2041,3.0,DL,926,N317NB,EWR,ATL,113.0,746,18,15,2013-09-17 18:00:00,summer,2.0
324272,2013,9,17,1435.0,1440,-5.0,1646.0,1642,4.0,DL,1819,N920DN,LGA,MSP,157.0,1020,14,40,2013-09-17 14:00:00,summer,-1.0
236481,2013,6,16,1159.0,1200,-1.0,1419.0,1435,-16.0,DL,1947,N681DA,LGA,ATL,110.0,762,12,0,2013-06-16 12:00:00,spring,-17.0
320568,2013,9,13,1220.0,1159,21.0,1320.0,1259,21.0,B6,1191,N192JB,JFK,ACK,45.0,199,11,59,2013-09-13 11:00:00,summer,42.0
112111,2013,2,1,1954.0,2000,-6.0,2124.0,2139,-15.0,UA,695,N469UA,LGA,ORD,112.0,733,20,0,2013-02-01 20:00:00,winter,-21.0
120159,2013,2,11,1123.0,1130,-7.0,1409.0,1430,-21.0,DL,695,N992DL,JFK,MCO,144.0,944,11,30,2013-02-11 11:00:00,winter,-28.0
4302,2013,1,5,2115.0,2115,0.0,2356.0,2357,-1.0,B6,529,N643JB,EWR,MCO,143.0,937,21,15,2013-01-05 21:00:00,winter,-1.0
109579,2013,12,30,608.0,610,-2.0,851.0,905,-14.0,UA,1627,N33264,EWR,PBI,147.0,1023,6,10,2013-12-30 06:00:00,winter,-16.0
212649,2013,5,21,1701.0,1700,1.0,2041.0,2025,16.0,AA,181,N329AA,JFK,LAX,341.0,2475,17,0,2013-05-21 17:00:00,spring,17.0
110462,2013,12,30,2131.0,2136,-5.0,2248.0,2259,-11.0,B6,702,N236JB,JFK,BUF,56.0,301,21,36,2013-12-30 21:00:00,winter,-16.0
1609,2013,1,2,1851.0,1840,11.0,2030.0,2020,10.0,MQ,3730,N525MQ,EWR,ORD,123.0,719,18,40,2013-01-02 18:00:00,winter,21.0
162864,2013,3,29,1256.0,1300,-4.0,1411.0,1440,-29.0,AA,329,N567AA,LGA,ORD,109.0,733,13,0,2013-03-29 13:00:00,spring,-33.0
160349,2013,3,26,1924.0,1935,-11.0,2215.0,2235,-20.0,DL,1485,N938DL,LGA,MCO,145.0,950,19,35,2013-03-26 19:00:00,spring,-31.0
115583,2013,2,6,616.0,615,1.0,852.0,842,10.0,DL,575,N355NB,EWR,ATL,116.0,746,6,15,2013-02-06 06:00:00,winter,11.0
331031,2013,9,24,1816.0,1820,-4.0,2059.0,2145,-46.0,DL,83,N927DA,JFK,MIA,141.0,1089,18,20,2013-09-24 18:00:00,fall,-50.0
276477,2013,7,28,1525.0,1441,44.0,1847.0,1755,52.0,DL,1779,N372NW,LGA,FLL,152.0,1076,14,41,2013-07-28 14:00:00,summer,96.0
330709,2013,9,24,1307.0,1316,-9.0,1449.0,1514,-25.0,EV,4381,N13949,EWR,DTW,77.0,488,13,16,2013-09-24 13:00:00,fall,-34.0
294920,2013,8,16,1530.0,1530,0.0,1820.0,1840,-20.0,DL,1935,N326US,LGA,TPA,149.0,1010,15,30,2013-08-16 15:00:00,summer,-20.0
42981,2013,10,18,606.0,615,-9.0,813.0,813,0.0,US,883,N172US,EWR,CLT,92.0,529,6,15,2013-10-18 06:00:00,fall,-9.0
130822,2013,2,23,534.0,530,4.0,848.0,834,14.0,UA,1723,N76519,LGA,IAH,237.0,1416,5,30,2013-02-23 05:00:00,winter,18.0
101091,2013,12,20,1013.0,1000,13.0,1254.0,1245,9.0,B6,411,N645JB,JFK,LAS,325.0,2248,10,0,2013-12-20 10:00:00,fall,22.0
109284,2013,12,29,1800.0,1730,30.0,2155.0,2112,43.0,DL,434,N727TW,JFK,SFO,345.0,2586,17,30,2013-12-29 17:00:00,winter,73.0
249686,2013,6,30,816.0,820,-4.0,1155.0,1135,20.0,AA,2267,N3CEAA,LGA,MIA,168.0,1096,8,20,2013-06-30 08:00:00,summer,16.0
312965,2013,9,5,832.0,843,-11.0,1026.0,1105,-39.0,EV,5357,N720EV,LGA,CVG,89.0,585,8,43,2013-09-05 08:00:00,summer,-50.0
54932,2013,10,30,2104.0,1940,84.0,2210.0,2100,70.0,EV,5714,N829AS,JFK,IAD,43.0,228,19,40,2013-10-30 19:00:00,fall,154.0
123499,2013,2,14,2229.0,2128,61.0,53.0,14,39.0,B6,199,N637JB,JFK,LAS,302.0,2248,21,28,2013-02-14 21:00:00,winter,100.0
27700,2013,10,1,1700.0,1710,-10.0,1813.0,1829,-16.0,EV,4113,N11548,EWR,RIC,50.0,277,17,10,2013-10-01 17:00:00,fall,-26.0
299651,2013,8,21,1607.0,1615,-8.0,1751.0,1805,-14.0,9E,3400,N926XJ,JFK,MKE,105.0,745,16,15,2013-08-21 16:00:00,summer,-22.0
331921,2013,9,25,1707.0,1717,-10.0,1840.0,1908,-28.0,EV,4411,N11192,EWR,MEM,124.0,946,17,17,2013-09-25 17:00:00,fall,-38.0
23357,2013,1,27,,1840,,,2020,,MQ,3730,N505MQ,EWR,ORD,,719,18,40,2013-01-27 18:00:00,winter,
267040,2013,7,18,1639.0,1630,9.0,1933.0,1959,-26.0,VX,27,N845VA,JFK,SFO,317.0,2586,16,30,2013-07-18 16:00:00,summer,-17.0
247082,2013,6,27,1054.0,1020,34.0,1228.0,1206,22.0,US,1501,N112US,EWR,CLT,74.0,529,10,20,2013-06-27 10:00:00,summer,56.0
98414,2013,12,17,1542.0,1515,27.0,1732.0,1705,27.0,MQ,3231,N933MQ,JFK,PIT,72.0,340,15,15,2013-12-17 15:00:00,fall,54.0
273345,2013,7,25,830.0,835,-5.0,1020.0,1024,-4.0,EV,4519,N12167,EWR,AVL,89.0,583,8,35,2013-07-25 08:00:00,summer,-9.0
103396,2013,12,22,2113.0,2035,38.0,2331.0,2254,37.0,EV,3825,N13997,EWR,IND,115.0,645,20,35,2013-12-22 20:00:00,winter,75.0
102338,2013,12,21,1702.0,1659,3.0,1906.0,1901,5.0,DL,2076,N977AT,EWR,DTW,101.0,488,16,59,2013-12-21 16:00:00,winter,8.0
15171,2013,1,18,916.0,920,-4.0,1225.0,1233,-8.0,UA,1275,N57870,EWR,LAX,331.0,2454,9,20,2013-01-18 09:00:00,winter,-12.0
60575,2013,11,6,802.0,803,-1.0,1137.0,1143,-6.0,UA,1205,N27421,EWR,SFO,365.0,2565,8,3,2013-11-06 08:00:00,fall,-7.0
109969,2013,12,30,1250.0,1300,-10.0,1354.0,1413,-19.0,US,2181,N946UW,LGA,DCA,50.0,214,13,0,2013-12-30 13:00:00,winter,-29.0
66978,2013,11,13,625.0,630,-5.0,824.0,840,-16.0,US,2085,N564UW,LGA,CLT,86.0,544,6,30,2013-11-13 06:00:00,fall,-21.0
31014,2013,10,5,732.0,738,-6.0,814.0,835,-21.0,EV,3847,N10575,EWR,BDL,23.0,116,7,38,2013-10-05 07:00:00,fall,-27.0
206020,2013,5,14,1524.0,1525,-1.0,1649.0,1715,-26.0,MQ,4447,N735MQ,LGA,RDU,61.0,431,15,25,2013-05-14 15:00:00,spring,-27.0
96533,2013,12,15,1557.0,1600,-3.0,1923.0,1909,14.0,DL,2459,N393DA,JFK,MCO,166.0,944,16,0,2013-12-15 16:00:00,fall,11.0
129133,2013,2,21,904.0,910,-6.0,1037.0,1032,5.0,B6,20,N197JB,JFK,ROC,57.0,264,9,10,2013-02-21 09:00:00,winter,-1.0
324836,2013,9,18,738.0,741,-3.0,858.0,910,-12.0,UA,1030,N39463,EWR,ORD,105.0,719,7,41,2013-09-18 07:00:00,summer,-15.0
221793,2013,5,31,1534.0,1535,-1.0,1630.0,1655,-25.0,WN,1153,N775SW,EWR,MDW,98.0,711,15,35,2013-05-31 15:00:00,spring,-26.0
107942,2013,12,28,722.0,730,-8.0,1029.0,1105,-36.0,VX,183,N840VA,EWR,SFO,347.0,2565,7,30,2013-12-28 07:00:00,winter,-44.0
139523,2013,3,4,1636.0,1644,-8.0,1924.0,1946,-22.0,B6,143,N651JB,JFK,PBI,143.0,1028,16,44,2013-03-04 16:00:00,winter,-30.0
334085,2013,9,27,2002.0,2007,-5.0,2156.0,2202,-6.0,EV,4543,N17560,EWR,DSM,141.0,1017,20,7,2013-09-27 20:00:00,fall,-11.0
295617,2013,8,17,1058.0,1105,-7.0,1241.0,1313,-32.0,DL,1031,N315NB,LGA,DTW,77.0,502,11,5,2013-08-17 11:00:00,summer,-39.0
215983,2013,5,25,740.0,740,0.0,1009.0,1040,-31.0,AA,715,N472AA,LGA,DFW,191.0,1389,7,40,2013-05-25 07:00:00,spring,-31.0
82533,2013,11,30,946.0,953,-7.0,1226.0,1256,-30.0,B6,5,N635JB,EWR,FLL,144.0,1065,9,53,2013-11-30 09:00:00,fall,-37.0
174144,2013,4,10,1421.0,1429,-8.0,1633.0,1654,-21.0,FL,357,N899AT,LGA,ATL,108.0,762,14,29,2013-04-10 14:00:00,spring,-29.0
105103,2013,12,24,1818.0,1815,3.0,2145.0,2150,-5.0,DL,426,N189DN,JFK,LAX,353.0,2475,18,15,2013-12-24 18:00:00,winter,-2.0
207511,2013,5,16,727.0,730,-3.0,1103.0,1128,-25.0,B6,215,N519JB,EWR,SJU,193.0,1608,7,30,2013-05-16 07:00:00,spring,-28.0
170769,2013,4,7,553.0,600,-7.0,709.0,725,-16.0,EV,5689,N833AS,LGA,IAD,48.0,229,6,0,2013-04-07 06:00:00,spring,-23.0
176710,2013,4,13,754.0,800,-6.0,1102.0,1106,-4.0,B6,553,N644JB,EWR,RSW,160.0,1068,8,0,2013-04-13 08:00:00,spring,-10.0
159836,2013,3,26,1054.0,1100,-6.0,1401.0,1414,-13.0,DL,1275,N3769L,JFK,SLC,292.0,1990,11,0,2013-03-26 11:00:00,spring,-19.0
11052,2013,1,13,1755.0,1755,0.0,2045.0,2109,-24.0,B6,989,N653JB,JFK,FLL,148.0,1069,17,55,2013-01-13 17:00:00,winter,-24.0
270051,2013,7,21,2129.0,1905,144.0,2320.0,2108,132.0,9E,3525,N906XJ,JFK,ORD,118.0,740,19,5,2013-07-21 19:00:00,summer,276.0
336061,2013,9,30,934.0,940,-6.0,1237.0,1232,5.0,B6,199,N639JB,LGA,MCO,128.0,950,9,40,2013-09-30 09:00:00,fall,-1.0
13878,2013,1,16,2031.0,2035,-4.0,107.0,126,-19.0,UA,1071,N87512,EWR,BQN,202.0,1585,20,35,2013-01-16 20:00:00,winter,-23.0
190447,2013,4,27,1853.0,1859,-6.0,2122.0,2157,-35.0,DL,2159,N3742C,JFK,MCO,125.0,944,18,59,2013-04-27 18:00:00,spring,-41.0
199643,2013,5,7,1657.0,1700,-3.0,2058.0,2102,-4.0,B6,703,N519JB,JFK,SJU,202.0,1598,17,0,2013-05-07 17:00:00,spring,-7.0
45723,2013,10,21,814.0,815,-1.0,1054.0,1105,-11.0,B6,183,N637JB,JFK,MCO,138.0,944,8,15,2013-10-21 08:00:00,fall,-12.0
99600,2013,12,18,1800.0,1759,1.0,2126.0,2123,3.0,UA,997,N546UA,JFK,LAX,351.0,2475,17,59,2013-12-18 17:00:00,fall,4.0
122011,2013,2,13,1202.0,1155,7.0,1308.0,1304,4.0,9E,3483,N920XJ,JFK,BOS,40.0,187,11,55,2013-02-13 11:00:00,winter,11.0
307646,2013,8,30,656.0,700,-4.0,942.0,1016,-34.0,DL,269,N705TW,JFK,SFO,318.0,2586,7,0,2013-08-30 07:00:00,summer,-38.0
251954,2013,7,2,1513.0,1510,3.0,1629.0,1643,-14.0,UA,253,N569UA,EWR,ORD,111.0,719,15,10,2013-07-02 15:00:00,summer,-11.0
141303,2013,3,6,1511.0,1455,16.0,1627.0,1632,-5.0,9E,3318,N605LR,JFK,BUF,52.0,301,14,55,2013-03-06 14:00:00,winter,11.0
332639,2013,9,26,1256.0,1300,-4.0,1443.0,1434,9.0,UA,681,N849UA,LGA,ORD,100.0,733,13,0,2013-09-26 13:00:00,fall,5.0
269858,2013,7,21,1740.0,1740,0.0,2003.0,2015,-12.0,WN,345,N962WN,LGA,DEN,224.0,1620,17,40,2013-07-21 17:00:00,summer,-12.0
126698,2013,2,18,1640.0,1640,0.0,1914.0,1850,24.0,MQ,4540,N734MQ,LGA,DTW,111.0,502,16,40,2013-02-18 16:00:00,winter,24.0
79996,2013,11,27,505.0,500,5.0,703.0,651,12.0,US,1895,N198UW,EWR,CLT,98.0,529,5,0,2013-11-27 05:00:00,fall,17.0
128312,2013,2,20,1151.0,1150,1.0,1321.0,1325,-4.0,FL,353,N892AT,LGA,CAK,71.0,397,11,50,2013-02-20 11:00:00,winter,-3.0
235730,2013,6,15,1322.0,1325,-3.0,1448.0,1520,-32.0,EV,5406,N614QX,LGA,MEM,122.0,963,13,25,2013-06-15 13:00:00,spring,-35.0
214783,2013,5,23,,1530,,,1837,,9E,3325,,JFK,DFW,,1391,15,30,2013-05-23 15:00:00,spring,
44022,2013,10,19,723.0,730,-7.0,1057.0,1124,-27.0,B6,1289,N510JB,EWR,SJU,193.0,1608,7,30,2013-10-19 07:00:00,fall,-34.0
227188,2013,6,6,1241.0,1241,0.0,1547.0,1539,8.0,UA,1186,N41135,EWR,MIA,164.0,1085,12,41,2013-06-06 12:00:00,spring,8.0
14243,2013,1,17,911.0,900,11.0,1207.0,1220,-13.0,AA,647,N339AA,JFK,MIA,153.0,1089,9,0,2013-01-17 09:00:00,winter,-2.0
154301,2013,3,20,1155.0,1200,-5.0,1255.0,1305,-10.0,US,2126,N957UW,LGA,BOS,37.0,184,12,0,2013-03-20 12:00:00,spring,-15.0
93667,2013,12,12,849.0,759,50.0,1113.0,1004,69.0,B6,1273,N193JB,JFK,CHS,104.0,636,7,59,2013-12-12 07:00:00,fall,119.0
101115,2013,12,20,1041.0,1021,20.0,1331.0,1325,6.0,B6,1,N559JB,JFK,FLL,155.0,1069,10,21,2013-12-20 10:00:00,fall,26.0
318160,2013,9,10,2007.0,2015,-8.0,2116.0,2144,-28.0,9E,3899,N8942A,JFK,BWI,33.0,184,20,15,2013-09-10 20:00:00,summer,-36.0
105210,2013,12,24,2156.0,2159,-3.0,30.0,45,-15.0,B6,1183,N637JB,JFK,MCO,131.0,944,21,59,2013-12-24 21:00:00,winter,-18.0
58759,2013,11,4,1001.0,1004,-3.0,1324.0,1325,-1.0,UA,1480,N39415,EWR,SFO,361.0,2565,10,4,2013-11-04 10:00:00,fall,-4.0
228132,2013,6,7,1206.0,1210,-4.0,1508.0,1510,-2.0,B6,143,N661JB,JFK,RSW,159.0,1074,12,10,2013-06-07 12:00:00,spring,-6.0
42261,2013,10,17,1006.0,1004,2.0,1313.0,1325,-12.0,UA,1480,N75425,EWR,SFO,340.0,2565,10,4,2013-10-17 10:00:00,fall,-10.0
133835,2013,2,26,1326.0,1320,6.0,1651.0,1625,26.0,B6,377,N766JB,LGA,FLL,180.0,1076,13,20,2013-02-26 13:00:00,winter,32.0
335273,2013,9,29,1343.0,1345,-2.0,1515.0,1544,-29.0,US,1802,N724UW,JFK,CLT,75.0,541,13,45,2013-09-29 13:00:00,fall,-31.0
288527,2013,8,9,2301.0,2040,141.0,49.0,2235,134.0,MQ,3603,N735MQ,LGA,DTW,84.0,502,20,40,2013-08-09 20:00:00,summer,275.0
330445,2013,9,24,820.0,825,-5.0,1134.0,1148,-14.0,UA,397,N525UA,JFK,SFO,342.0,2586,8,25,2013-09-24 08:00:00,fall,-19.0
44038,2013,10,19,743.0,750,-7.0,906.0,920,-14.0,UA,279,N441UA,EWR,ORD,119.0,719,7,50,2013-10-19 07:00:00,fall,-21.0
78749,2013,11,25,1724.0,1500,144.0,1914.0,1656,138.0,US,721,N569UW,EWR,CLT,87.0,529,15,0,2013-11-25 15:00:00,fall,282.0
183116,2013,4,19,2351.0,2018,213.0,253.0,2326,207.0,UA,1241,N16701,EWR,TPA,164.0,997,20,18,2013-04-19 20:00:00,spring,420.0
38873,2013,10,13,1855.0,1900,-5.0,2236.0,2235,1.0,DL,435,N705TW,JFK,SFO,351.0,2586,19,0,2013-10-13 19:00:00,fall,-4.0
134646,2013,2,27,1122.0,1130,-8.0,1402.0,1446,-44.0,UA,703,N532UA,JFK,LAX,320.0,2475,11,30,2013-02-27 11:00:00,winter,-52.0
95433,2013,12,14,645.0,645,0.0,919.0,907,12.0,B6,675,N306JB,JFK,MSY,193.0,1182,6,45,2013-12-14 06:00:00,fall,12.0
184597,2013,4,21,1652.0,1700,-8.0,1819.0,1830,-11.0,MQ,4323,N627MQ,JFK,ORF,54.0,290,17,0,2013-04-21 17:00:00,spring,-19.0
273483,2013,7,25,1102.0,1055,7.0,1249.0,1235,14.0,MQ,3466,N711MQ,LGA,RDU,71.0,431,10,55,2013-07-25 10:00:00,summer,21.0
58,2013,1,1,656.0,659,-3.0,949.0,959,-10.0,AA,1815,N5FMAA,JFK,MCO,142.0,944,6,59,2013-01-01 06:00:00,winter,-13.0
21433,2013,1,25,1456.0,1459,-3.0,1617.0,1625,-8.0,B6,12,N284JB,JFK,SYR,46.0,209,14,59,2013-01-25 14:00:00,winter,-11.0
320731,2013,9,13,1506.0,1507,-1.0,1736.0,1729,7.0,UA,745,N511UA,LGA,DEN,207.0,1620,15,7,2013-09-13 15:00:00,summer,6.0
127200,2013,2,19,828.0,830,-2.0,1022.0,1023,-1.0,9E,4220,N8924B,JFK,RDU,78.0,427,8,30,2013-02-19 08:00:00,winter,-3.0
144210,2013,3,9,1524.0,1529,-5.0,1718.0,1737,-19.0,EV,4150,N16546,EWR,CVG,91.0,569,15,29,2013-03-09 15:00:00,winter,-24.0
308940,2013,8,31,1506.0,1455,11.0,1807.0,1750,17.0,AA,1917,N5FRAA,JFK,MCO,129.0,944,14,55,2013-08-31 14:00:00,summer,28.0
327298,2013,9,20,1556.0,1600,-4.0,1821.0,1847,-26.0,B6,543,N729JB,EWR,PBI,126.0,1023,16,0,2013-09-20 16:00:00,summer,-30.0
6528,2013,1,8,1343.0,1320,23.0,1525.0,1508,17.0,EV,4628,N16149,EWR,STL,142.0,872,13,20,2013-01-08 13:00:00,winter,40.0
95112,2013,12,13,1718.0,1715,3.0,2000.0,2020,-20.0,DL,1585,N336NB,LGA,MCO,132.0,950,17,15,2013-12-13 17:00:00,fall,-17.0
281592,2013,8,2,1740.0,1745,-5.0,2006.0,2010,-4.0,DL,884,N378DA,LGA,DEN,235.0,1620,17,45,2013-08-02 17:00:00,summer,-9.0
330552,2013,9,24,953.0,1000,-7.0,1252.0,1237,15.0,DL,1847,N908DL,LGA,ATL,115.0,762,10,0,2013-09-24 10:00:00,fall,8.0
269118,2013,7,20,2014.0,1930,44.0,2158.0,2105,53.0,EV,4191,N14920,EWR,BNA,123.0,748,19,30,2013-07-20 19:00:00,summer,97.0
52970,2013,10,28,2035.0,2030,5.0,2150.0,2205,-15.0,WN,2520,N251WN,EWR,MDW,113.0,711,20,30,2013-10-28 20:00:00,fall,-10.0
64386,2013,11,10,1152.0,1155,-3.0,1418.0,1425,-7.0,UA,785,N827UA,EWR,DEN,239.0,1605,11,55,2013-11-10 11:00:00,fall,-10.0
60608,2013,11,6,824.0,835,-11.0,1107.0,1053,14.0,EV,4419,N14148,EWR,XNA,185.0,1131,8,35,2013-11-06 08:00:00,fall,3.0
205553,2013,5,14,655.0,700,-5.0,924.0,1019,-55.0,B6,671,N705JB,JFK,LAX,298.0,2475,7,0,2013-05-14 07:00:00,spring,-60.0
200543,2013,5,8,1706.0,1650,16.0,1843.0,1817,26.0,EV,3815,N26549,EWR,RIC,71.0,277,16,50,2013-05-08 16:00:00,spring,42.0
59637,2013,11,5,823.0,829,-6.0,1013.0,1029,-16.0,MQ,3478,N511MQ,LGA,DTW,82.0,502,8,29,2013-11-05 08:00:00,fall,-22.0
123797,2013,2,15,958.0,1000,-2.0,1105.0,1116,-11.0,EV,4689,N16546,EWR,IAD,45.0,212,10,0,2013-02-15 10:00:00,winter,-13.0
170682,2013,4,6,1934.0,1940,-6.0,2113.0,2130,-17.0,MQ,4423,N824MQ,JFK,RDU,73.0,427,19,40,2013-04-06 19:00:00,spring,-23.0
136543,2013,3,1,1020.0,1022,-2.0,1231.0,1314,-43.0,DL,1529,N3750D,JFK,LAS,287.0,2248,10,22,2013-03-01 10:00:00,winter,-45.0
282292,2013,8,3,1424.0,1433,-9.0,1720.0,1725,-5.0,UA,436,N490UA,LGA,IAH,188.0,1416,14,33,2013-08-03 14:00:00,summer,-14.0
87737,2013,12,5,1912.0,1805,67.0,2120.0,1950,90.0,WN,195,N766SW,LGA,STL,153.0,888,18,5,2013-12-05 18:00:00,fall,157.0
214610,2013,5,23,2056.0,1910,106.0,31.0,2240,111.0,AA,21,N320AA,JFK,LAX,316.0,2475,19,10,2013-05-23 19:00:00,spring,217.0
192676,2013,4,30,854.0,840,14.0,1138.0,1147,-9.0,UA,1626,N76502,EWR,SAN,304.0,2425,8,40,2013-04-30 08:00:00,spring,5.0
38852,2013,10,13,1834.0,1835,-1.0,2136.0,2148,-12.0,AS,5,N413AS,EWR,SEA,317.0,2402,18,35,2013-10-13 18:00:00,fall,-13.0
133916,2013,2,26,1506.0,1510,-4.0,1718.0,1710,8.0,MQ,4579,N523MQ,LGA,CLT,99.0,544,15,10,2013-02-26 15:00:00,winter,4.0
78709,2013,11,25,1646.0,1650,-4.0,1858.0,1906,-8.0,9E,2910,N292PQ,JFK,CVG,104.0,589,16,50,2013-11-25 16:00:00,fall,-12.0
